,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,labels
6623,32,6,3231,11,8,0,12,1,4,1,0,0,38,38,0
6624,12,4,1971,11,8,0,12,4,4,0,0,0,30,38,0
6625,46,7,4748,15,9,2,1,0,4,1,0,25,38,38,0
6626,27,4,4645,9,12,0,4,4,4,0,0,0,43,38,0
6627,50,0,3296,15,9,2,0,0,4,1,0,57,38,38,0
6628,23,4,1980,9,12,3,4,1,4,1,0,0,38,38,1
6629,14,4,3628,9,12,4,13,1,4,1,0,0,43,38,0
6630,7,4,4214,11,8,4,12,4,2,1,0,0,24,38,0
6631,44,1,5032,11,8,4,1,4,4,0,0,0,33,32,0
6632,4,4,626,11,8,4,8,1,4,0,0,0,29,38,0
6633,27,4,854,11,8,0,1,4,4,0,0,0,38,38,0
6634,2,4,2083,11,8,4,7,3,4,1,0,0,38,38,0
6635,12,7,5297,8,10,0,1,3,4,1,0,0,38,38,0
6636,2,4,1794,15,9,4,6,3,4,1,0,0,48,38,0
6637,7,4,4693,15,9,2,6,0,4,1,0,0,38,38,0
6638,65,6,5240,11,8,2,3,0,4,1,0,0,38,5,0
6639,26,4,638,10,15,2,10,0,4,1,97,0,53,38,1
6640,33,4,4204,15,9,2,14,0,4,1,0,0,66,38,1
6641,15,4,2861,11,8,4,7,2,2,1,0,0,38,38,0
6642,29,4,2609,11,8,2,7,0,2,1,0,0,38,38,0
6643,41,2,2811,11,8,2,5,0,4,1,0,0,38,38,0
6644,39,4,4138,11,8,4,6,3,4,1,0,0,27,38,0
6645,15,4,5803,11,8,1,8,2,4,0,0,0,9,38,0
6646,1,4,2948,11,8,4,14,3,4,1,0,0,29,38,0
6647,10,4,1631,8,10,4,1,3,4,0,0,0,33,38,0
6648,64,4,1169,9,12,6,12,1,4,1,0,0,48,38,1
6649,70,4,1009,9,12,2,4,5,4,0,0,0,38,9,1
6650,22,4,3795,11,8,0,7,3,4,1,0,0,48,38,0
6651,26,4,6761,11,8,2,3,0,4,1,0,0,38,38,0
6652,13,4,69,1,6,2,3,0,4,1,0,0,43,38,0
6653,21,4,5992,11,8,0,1,3,4,0,0,0,38,38,0
6654,9,4,4888,15,9,2,1,0,4,1,0,0,38,38,0
6655,18,4,5550,12,13,4,12,1,4,1,0,0,58,38,0
6656,14,4,2535,9,12,5,4,1,4,0,0,0,66,38,0
6657,40,4,5180,11,8,2,8,0,4,1,0,0,38,25,0
6658,23,4,3266,9,12,2,4,0,4,1,0,0,48,38,1
6659,27,6,771,11,8,2,5,0,4,1,0,0,58,38,0
6660,25,4,614,7,11,0,1,4,4,0,0,0,38,38,0
6661,20,4,1381,8,10,2,1,0,4,1,74,0,38,38,1
6662,21,6,238,15,9,2,5,0,4,1,0,0,33,38,0
6663,36,4,5389,9,12,2,4,0,2,1,0,0,48,38,1
6664,51,4,4522,12,13,2,10,0,4,1,0,0,17,0,0
6665,1,4,3821,1,6,4,4,3,4,1,0,0,19,38,0
6666,35,5,857,11,8,2,5,0,4,1,0,0,58,38,0
6667,25,4,825,15,9,0,10,1,4,1,0,0,38,38,0
6668,14,4,4772,11,8,0,12,1,4,0,0,0,30,38,0
6669,30,4,961,15,9,2,3,0,4,1,0,0,38,38,0
6670,5,0,4593,15,9,4,0,3,4,0,0,0,38,25,0
6671,29,7,2908,15,9,2,11,0,2,1,0,0,66,38,1
6672,11,4,3633,11,8,2,14,0,4,1,0,0,53,38,0
6673,35,4,3700,8,10,2,3,0,4,1,0,0,46,30,1
6674,5,4,651,11,8,4,8,3,4,0,0,0,38,38,0
6675,19,4,967,7,11,2,10,5,4,0,0,0,29,38,1
6676,25,4,1845,15,9,4,12,1,4,1,0,0,43,38,0
6677,52,0,6942,9,12,2,0,0,4,1,0,0,19,38,0
6678,40,6,5871,11,8,2,3,0,4,1,0,0,46,38,1
6679,46,0,6897,11,8,4,0,1,4,1,0,0,14,38,0
6680,19,4,3903,9,12,2,10,0,4,1,0,0,43,38,1
6681,9,4,4289,11,8,4,7,3,4,1,0,0,38,38,0
6682,9,4,2803,11,8,3,11,1,4,1,0,0,38,38,0
6683,1,4,3042,1,6,4,12,3,4,1,0,0,14,38,0
6684,22,6,6252,12,13,4,10,1,4,1,0,0,38,38,0
6685,22,4,2960,15,9,2,3,0,4,1,0,0,43,38,1
6686,36,4,494,11,8,0,14,4,4,1,0,0,38,38,0
6687,10,4,3615,9,12,4,10,1,4,1,0,0,43,38,0
6688,29,2,1909,12,13,0,4,4,4,0,0,0,63,38,1
6689,31,4,4280,9,12,2,14,0,4,1,0,0,43,38,1
6690,19,2,5816,8,10,5,1,3,2,0,0,0,38,38,0
6691,32,4,4070,1,6,2,8,5,4,0,0,0,5,38,0
6692,0,4,5957,1,6,4,8,3,2,0,0,0,24,38,0
6693,11,4,1234,9,12,2,4,5,4,0,0,0,48,38,1
6694,28,4,6279,15,9,2,12,0,4,1,0,0,38,38,1
6695,11,4,3417,1,6,2,1,5,4,0,0,0,38,25,0
6696,32,4,1085,9,12,2,3,0,4,1,0,0,58,38,0
6697,25,4,5822,9,12,0,4,4,4,0,0,0,38,38,0
6698,23,0,867,11,8,0,0,1,4,1,0,0,24,38,0
6699,14,4,1553,9,12,2,4,0,4,1,0,0,66,38,1
6700,12,1,320,15,9,4,1,4,2,0,20,0,38,38,0
6701,4,4,3141,7,11,4,6,3,4,1,0,0,14,38,0
6702,24,6,6407,11,8,2,8,0,4,1,0,0,9,38,0
6703,36,4,2649,6,4,2,14,0,4,1,0,0,38,38,0
6704,7,0,4357,11,8,2,0,0,4,1,0,0,38,38,0
6705,1,4,2547,11,8,4,12,3,4,0,0,0,19,38,0
6706,23,4,562,9,12,0,3,3,4,0,0,0,38,38,0
6707,28,2,3129,7,11,2,6,0,4,1,0,0,38,38,0
6708,25,6,2868,15,9,2,6,0,4,1,0,0,54,38,1
6709,4,4,518,11,8,4,8,3,4,1,0,0,33,38,0
6710,16,4,2773,11,8,0,8,4,4,1,0,0,38,38,0
6711,24,4,764,15,9,0,1,4,4,0,0,0,36,38,0
6712,24,4,2593,8,10,0,13,1,4,0,43,0,38,38,0
6713,35,4,2118,15,9,2,3,0,4,1,0,0,53,38,0
6714,13,4,649,15,9,2,14,0,4,1,0,0,38,38,0
6715,34,4,818,11,8,2,7,0,4,1,0,0,38,38,0
6716,14,4,6683,15,9,4,1,1,2,0,0,0,34,22,0
6717,44,5,1173,10,15,2,4,0,1,1,0,0,38,35,1
6718,24,4,4408,11,8,0,3,4,4,1,20,0,38,23,0
6719,43,2,5532,9,12,2,10,5,4,0,0,0,43,38,1
6720,23,2,63,12,13,4,10,1,4,0,0,0,38,38,0
6721,6,4,1741,11,8,4,3,3,4,1,0,0,38,38,0
6722,53,5,2749,14,14,2,10,0,4,1,0,0,33,38,1
6723,30,4,3149,11,8,2,6,0,4,1,56,0,58,38,0
6724,35,4,1117,6,4,2,6,0,4,1,0,0,38,38,0
6725,17,6,101,15,9,2,3,0,4,1,0,0,53,38,1
6726,53,4,3648,11,8,0,8,1,4,0,0,0,27,38,0
6727,22,4,7047,9,12,2,10,0,4,1,0,0,53,38,1
6728,8,6,3584,11,8,2,3,0,4,1,74,0,38,38,1
6729,22,2,438,11,8,2,11,0,4,1,0,0,54,38,0
6730,7,4,2897,9,12,4,8,3,4,0,0,0,38,38,0
6731,16,4,6155,11,8,2,12,0,4,1,0,0,38,5,1
6732,40,5,512,11,8,2,4,0,4,1,0,0,58,38,1
6733,47,4,2114,11,8,2,14,0,4,1,0,0,15,38,0
6734,18,4,384,2,7,4,5,1,4,1,0,0,19,38,0
6735,6,4,2713,15,9,4,8,1,4,0,0,0,19,38,0
6736,31,4,590,11,8,0,10,4,4,0,0,0,36,38,0
6737,6,7,6089,15,9,4,1,3,4,0,0,0,19,38,0
6738,5,4,6490,11,8,4,3,4,4,0,0,0,34,25,0
6739,6,4,3125,2,7,4,8,1,4,0,0,0,36,38,0
6740,4,4,4943,15,9,4,1,1,4,0,0,0,38,38,0
6741,43,6,5150,5,3,2,5,0,4,1,0,0,38,38,0
6742,21,6,5627,11,8,2,12,0,4,1,0,0,62,38,0
6743,12,4,5050,15,9,0,13,4,4,1,0,0,38,38,0
6744,41,4,4751,11,8,0,4,4,4,0,0,0,38,38,0
6745,41,6,6098,9,12,2,5,0,4,1,0,0,24,38,0
6746,35,4,340,11,8,0,3,1,4,1,0,0,38,38,1
6747,27,6,1550,0,5,4,3,3,4,1,0,0,48,38,0
6748,20,2,431,12,13,2,10,5,4,0,0,0,43,38,1
6749,18,0,4277,11,8,2,0,5,4,0,0,0,11,38,0
6750,5,2,6807,11,8,4,6,3,2,1,0,0,38,38,0
6751,15,4,4039,11,8,0,7,3,4,1,0,0,48,38,0
6752,2,4,4215,15,9,4,8,3,4,0,0,0,33,38,0
6753,2,4,6701,11,8,4,12,1,4,1,0,0,38,38,0
6754,22,4,5281,11,8,2,4,0,4,1,0,0,58,38,1
6755,13,4,5859,7,11,2,3,0,4,1,0,0,38,38,0
6756,31,4,4250,9,12,0,9,1,4,0,0,0,42,11,0
6757,18,4,3745,14,14,2,10,0,4,1,0,0,43,38,1
6758,34,4,1320,1,6,0,8,4,2,0,0,0,29,38,0
6759,37,6,5273,12,13,2,12,0,4,1,58,0,43,38,1
6760,29,6,1279,9,12,2,12,0,4,1,0,55,38,38,1
6761,37,4,3282,11,8,2,1,0,4,1,0,0,38,38,0
6762,9,4,4329,11,8,2,1,5,4,0,0,0,38,38,0
6763,30,7,4900,15,9,2,1,5,4,0,0,0,29,38,0
6764,0,4,3769,0,5,4,8,3,4,0,0,0,14,38,0
6765,16,4,3564,11,8,0,8,4,2,1,0,0,38,38,0
6766,24,4,2453,10,15,2,10,0,4,1,0,0,58,38,1
6767,18,4,3640,8,10,2,4,0,4,1,74,0,48,38,1
6768,40,2,3902,15,9,0,4,4,4,0,0,0,33,38,0
6769,10,4,4675,11,8,4,8,3,4,1,0,0,38,25,0
6770,43,4,690,12,13,0,10,2,2,1,0,0,38,38,0
6771,16,4,6544,11,8,4,14,1,4,1,0,0,66,38,0
6772,44,4,4350,0,5,0,8,1,2,0,0,0,23,38,0
6773,20,6,1541,15,9,2,3,0,4,1,0,0,43,38,0
6774,18,4,2360,15,9,2,1,5,4,0,54,0,26,38,0
6775,25,4,6192,11,8,0,7,1,4,0,0,0,38,38,0
6776,43,5,1366,9,12,2,4,0,4,1,74,0,58,38,1
6777,4,0,3825,15,9,4,0,3,4,1,0,0,38,38,0
6778,52,4,3392,11,8,6,1,4,4,0,16,0,11,38,0
6779,7,2,4381,9,12,2,11,0,4,1,0,0,43,38,0
6780,4,4,1680,15,9,4,12,3,4,0,0,0,19,38,0
6781,30,7,888,10,15,2,10,0,4,1,0,0,43,38,0
6782,39,4,4929,11,8,2,10,0,4,1,0,0,38,38,0
6783,18,0,1325,9,12,0,0,4,4,0,0,0,15,0,0
6784,15,4,4860,15,9,2,10,5,4,0,0,0,38,38,1
6785,25,4,2448,10,15,2,10,0,4,1,0,33,48,38,1
6786,1,0,2027,11,8,4,0,3,4,0,0,0,19,38,0
6787,0,4,710,1,6,4,12,3,4,0,0,0,11,38,0
6788,19,4,5842,15,9,2,4,0,4,1,0,0,38,38,0
6789,14,1,4591,11,8,5,6,4,4,0,0,0,38,38,0
6790,19,4,2216,9,12,4,1,1,4,0,0,0,48,38,0
6791,26,4,2776,11,8,2,3,0,4,1,0,0,38,38,0
6792,42,1,667,9,12,3,4,1,4,0,0,0,38,38,0
6793,20,4,4773,4,2,5,8,4,4,0,0,0,38,25,0
6794,2,4,3066,1,6,4,8,2,4,1,0,0,29,38,0
6795,41,6,4160,11,8,3,8,4,4,0,0,0,43,38,0
6796,33,5,5834,10,15,2,10,0,4,1,89,0,58,38,1
6797,40,1,6100,9,12,2,13,0,4,1,0,0,46,38,1
6798,27,7,6475,11,8,2,1,0,4,1,0,0,38,38,0
6799,27,4,3942,15,9,2,10,0,4,1,0,0,43,38,1
6800,1,4,6896,15,9,4,1,3,4,1,0,0,24,38,0
6801,5,4,3675,11,8,3,8,3,4,0,0,0,2,38,0
6802,43,1,17,15,9,0,10,1,0,0,0,0,38,38,0
6803,12,4,5434,11,8,4,6,1,4,1,0,0,15,38,0
6804,9,4,2745,4,2,4,14,1,4,1,0,0,38,4,0
6805,48,4,5465,11,8,4,3,2,1,1,0,0,38,1,0
6806,9,4,5100,11,8,2,3,0,4,1,0,0,67,25,0
6807,16,4,1610,11,8,0,1,3,4,1,0,0,38,38,0
6808,54,4,1362,11,8,2,11,0,4,1,72,0,19,38,0
6809,3,4,3460,15,9,4,14,3,4,0,0,0,38,38,0
6810,26,4,3228,7,11,0,3,1,4,1,0,0,38,38,0
6811,16,4,6106,1,6,4,12,4,2,0,0,0,16,38,0
6812,12,4,6698,8,10,2,3,0,4,1,0,0,38,38,1
6813,29,1,6298,15,9,2,4,0,2,1,0,0,38,38,0
6814,21,6,4051,12,13,2,10,0,2,1,97,0,58,38,1
6815,37,6,291,5,3,2,7,0,4,1,0,0,48,38,0
6816,37,6,1450,15,9,2,14,0,4,1,34,0,29,38,0
6817,21,4,1438,9,12,0,13,2,4,1,0,0,38,38,0
6818,24,4,6049,9,12,2,4,0,4,1,0,0,38,38,1
6819,20,5,3903,15,9,2,12,0,4,1,0,0,58,38,1
6820,44,6,4914,7,11,3,4,1,4,0,0,0,75,38,0
6821,7,4,4134,11,8,4,12,3,4,1,0,0,38,38,0
6822,5,4,4227,9,12,4,4,1,4,0,0,0,29,38,0
6823,9,4,373,9,12,4,8,1,4,0,0,0,24,38,0
6824,12,4,5346,11,8,0,12,1,4,1,0,0,43,38,0
6825,25,4,6029,7,11,0,1,1,4,1,0,0,38,38,0
6826,24,4,5173,9,12,2,10,5,4,0,0,0,14,5,1
6827,23,2,6320,12,13,2,10,5,4,0,0,0,38,38,1
6828,37,2,1596,15,9,2,5,0,4,1,0,0,38,38,0
6829,5,4,792,1,6,4,14,1,4,1,0,0,63,38,0
6830,25,6,4489,11,8,2,12,0,4,1,0,0,11,38,0
6831,17,6,6047,9,12,0,10,4,4,0,0,0,48,38,0
6832,10,6,1676,15,9,4,12,1,4,1,0,0,48,38,0
6833,28,4,4092,11,8,2,7,0,4,1,0,0,43,38,1
6834,19,2,5858,9,12,4,1,1,2,0,0,0,38,38,0
6835,32,4,3842,11,8,0,10,1,4,1,0,0,40,38,0
6836,35,2,2368,5,3,4,8,2,2,0,0,0,38,38,0
6837,46,4,331,11,8,6,1,4,4,0,0,0,38,38,0
6838,4,4,5538,0,5,2,7,0,4,1,0,0,34,38,0
6839,33,6,425,11,8,2,12,0,4,1,89,0,53,8,1
6840,31,4,1249,11,8,2,3,0,4,1,0,0,38,38,1
6841,11,6,4948,11,8,0,4,1,4,0,0,0,38,38,0
6842,6,6,6983,11,8,4,5,1,4,1,0,0,24,25,0
6843,34,4,3305,11,8,2,14,0,4,1,0,0,48,38,1
6844,36,2,3830,4,2,2,8,0,4,1,0,0,38,25,0
6845,18,4,3043,6,4,2,7,0,4,1,0,0,38,2,0
6846,19,4,3747,10,15,2,10,0,4,1,0,0,58,38,1
6847,18,4,692,8,10,2,3,0,4,1,0,0,48,38,0
6848,22,6,3828,8,10,2,5,0,4,1,0,0,58,38,0
6849,15,4,2196,11,8,4,8,4,2,0,0,0,12,38,0
6850,55,4,4079,11,8,6,9,4,4,0,0,0,11,5,0
6851,41,4,5198,15,9,2,10,0,4,1,0,0,40,38,0
6852,14,4,6658,15,9,4,4,4,4,1,0,0,58,38,0
6853,34,4,5717,5,3,0,7,1,4,0,0,0,46,38,0
6854,50,4,2972,11,8,6,4,4,4,1,0,0,36,38,1
6855,5,4,6980,11,8,4,8,1,2,1,0,0,71,38,0
6856,19,4,5237,15,9,6,1,4,2,0,0,0,38,38,0
6857,35,1,7029,9,12,2,13,0,2,1,77,0,38,38,1
6858,6,4,4371,11,8,4,5,3,4,1,0,0,38,38,0
6859,24,4,3683,11,8,2,13,0,4,1,0,0,43,0,1
6860,14,0,915,6,4,0,0,1,4,0,0,0,24,38,0
6861,8,4,94,8,10,2,3,0,4,1,0,0,38,38,0
6862,30,2,2996,11,8,2,4,0,4,1,0,0,38,38,1
6863,28,4,3917,9,12,2,10,0,1,1,0,0,38,3,0
6864,62,5,1147,2,7,6,12,1,4,1,91,0,43,38,1
6865,10,4,669,15,9,0,1,2,4,0,0,0,38,38,0
6866,44,0,4330,11,8,2,0,0,4,1,0,33,38,38,1
6867,14,4,4410,9,12,4,4,1,4,1,0,0,48,38,0
6868,22,4,3660,11,8,2,7,0,4,1,0,0,38,38,0
6869,7,4,5924,11,8,2,12,0,4,1,0,0,48,38,0
6870,8,4,4686,12,13,4,1,3,4,1,0,0,38,38,0
6871,11,4,5327,11,8,4,3,3,4,1,0,0,38,38,0
6872,12,4,6966,15,9,2,10,0,4,1,0,0,38,38,0
6873,36,7,5005,10,15,2,10,0,4,1,0,0,48,38,1
6874,29,4,4315,11,8,2,3,0,4,1,0,0,38,38,1
6875,37,6,1050,15,9,2,12,0,4,1,0,0,63,38,0
6876,24,4,1574,11,8,2,3,0,4,1,0,0,58,38,1
6877,33,4,2913,7,11,2,6,0,2,1,89,0,43,38,1
6878,12,2,4835,9,12,2,4,0,2,1,0,0,38,38,1
6879,47,5,2830,7,11,2,12,0,4,1,0,32,48,38,1
6880,22,5,2359,8,10,2,3,0,4,1,0,55,38,38,1
6881,35,4,1213,11,8,5,3,3,2,0,0,0,38,38,0
6882,12,4,202,11,8,0,8,1,4,0,0,0,24,38,0
6883,1,4,4322,1,6,4,12,3,4,0,0,0,9,38,0
6884,27,4,180,15,9,2,13,0,4,1,0,0,17,38,1
6885,6,4,2841,15,9,4,8,4,4,0,0,0,19,38,0
6886,30,4,5162,15,9,0,12,4,4,0,0,0,58,38,0
6887,28,4,2971,12,13,4,1,1,1,0,0,0,38,29,0
6888,11,4,4126,8,10,4,7,1,4,0,0,21,40,38,0
6889,3,4,4389,1,6,4,8,3,4,0,0,0,38,38,0
6890,28,4,3065,2,7,2,1,5,2,0,40,0,38,38,1
6891,8,6,4568,9,12,4,10,3,4,1,0,0,29,38,0
6892,3,4,5040,15,9,4,12,1,4,1,0,0,43,38,0
6893,36,0,2746,12,13,4,0,1,4,0,79,0,33,38,1
6894,27,4,2675,5,3,5,8,4,4,0,0,0,36,28,0
6895,40,5,4253,11,8,2,12,0,4,1,0,33,29,38,1
6896,0,4,3750,0,5,2,12,3,4,0,0,0,29,38,0
6897,23,4,1688,15,9,5,1,4,4,0,0,0,43,38,0
6898,8,4,369,9,12,4,10,1,4,1,50,0,29,38,0
6899,13,4,7026,1,6,2,5,0,4,1,0,0,58,25,0
6900,31,5,53,0,5,2,5,0,4,1,0,0,71,38,0
6901,23,7,6703,11,8,0,8,1,2,0,0,0,46,38,0
6902,20,4,2441,9,12,4,10,1,2,0,0,0,38,38,0
6903,18,4,1546,15,9,2,6,0,4,1,0,14,38,38,0
6904,18,4,681,9,12,4,10,1,4,0,0,0,38,38,0
6905,9,4,3013,15,9,2,13,0,4,1,40,0,38,38,1
6906,34,1,2289,12,13,2,10,0,4,1,0,0,38,38,1
6907,19,4,121,11,8,4,14,2,4,1,0,0,48,38,0
6908,42,4,5745,11,8,0,13,4,4,1,0,0,58,38,1
6909,32,4,2786,9,12,2,10,5,4,0,97,0,19,38,1
6910,24,4,4048,11,8,2,3,0,4,1,0,32,38,38,1
6911,29,4,6195,11,8,2,3,0,2,1,0,0,38,38,0
6912,23,2,4347,12,13,2,10,5,4,0,0,0,38,38,1
6913,20,4,3772,4,2,4,1,2,4,0,0,0,38,25,0
6914,23,4,184,7,11,2,1,0,4,1,0,0,38,38,0
6915,6,4,4796,9,12,4,12,3,4,0,0,0,58,38,0
6916,11,7,2514,9,12,2,10,0,4,1,0,0,38,38,1
6917,8,4,2422,15,9,4,7,1,4,0,0,0,24,38,0
6918,3,4,4761,11,8,2,1,2,4,0,0,0,38,38,0
6919,52,4,5030,10,15,2,10,0,4,1,0,0,38,3,1
6920,19,4,3731,11,8,2,6,0,4,1,0,0,63,38,0
6921,13,0,2460,15,9,4,0,3,4,0,0,0,29,38,0
6922,3,3,6917,15,9,4,0,3,2,1,0,0,38,38,0
6923,4,2,338,15,9,4,1,3,4,1,0,0,38,38,0
6924,20,4,1731,12,13,2,10,0,4,1,0,0,43,38,0
6925,36,5,2167,9,12,2,1,5,1,0,0,0,48,34,0
6926,14,4,1397,15,9,2,1,5,2,0,0,0,38,38,0
6927,19,4,4827,15,9,2,3,0,4,1,0,0,38,38,0
6928,24,4,6271,3,1,2,3,0,4,1,0,0,33,25,0
6929,10,5,1022,15,9,5,12,3,4,0,0,0,38,38,0
6930,40,6,71,9,12,2,12,0,4,1,0,0,9,38,0
6931,15,6,3491,9,12,0,3,4,1,1,0,0,45,19,0
6932,46,0,2982,15,9,6,0,1,2,0,0,0,23,38,0
6933,36,4,4893,11,8,6,7,1,4,1,73,0,38,38,0
6934,20,6,121,11,8,4,5,4,4,1,0,0,48,38,0
6935,16,4,3032,15,9,5,8,1,4,0,0,0,29,38,0
6936,11,2,3489,9,12,2,6,0,4,1,0,0,63,38,1
6937,8,4,1470,1,6,2,3,0,4,1,0,0,38,38,0
6938,17,4,5904,11,8,0,9,4,2,0,0,0,29,38,0
6939,8,4,3884,0,5,2,8,3,4,0,0,0,33,38,0
6940,14,4,1762,15,9,4,4,1,2,0,0,0,38,38,0
6941,3,0,5938,15,9,4,0,3,4,0,0,0,33,38,0
6942,23,1,2884,9,12,4,10,1,4,0,0,0,38,0,0
6943,11,4,6907,0,5,4,6,1,4,1,0,0,38,38,0
6944,12,4,4222,11,8,2,7,0,4,1,0,0,38,32,0
6945,18,4,2737,15,9,2,12,0,4,1,65,0,66,38,0
6946,29,4,6269,11,8,2,3,0,4,1,0,0,38,38,1
6947,23,4,4912,9,12,2,12,0,4,1,0,0,43,38,1
6948,31,4,3342,1,6,0,8,4,2,0,0,0,38,38,0
6949,13,4,208,11,8,5,5,4,4,0,0,0,13,38,0
6950,5,4,4361,9,12,4,4,2,4,0,0,0,19,38,0
6951,28,1,1408,11,8,4,14,4,1,0,0,0,38,38,0
6952,5,4,2225,15,9,4,11,1,4,1,0,0,19,38,0
6953,30,6,3923,4,2,2,12,0,4,1,0,44,48,25,0
6954,23,4,1759,11,8,4,6,1,2,1,0,0,38,38,0
6955,10,4,4193,15,9,4,8,1,4,0,0,0,32,38,0
6956,21,4,247,11,8,2,12,0,4,1,0,0,53,38,0
6957,8,4,3853,9,12,4,13,3,4,0,0,0,15,38,0
6958,32,4,408,12,13,4,10,1,4,1,0,0,38,38,1
6959,30,2,2652,12,13,4,10,1,4,0,0,0,43,38,1
6960,46,4,5647,2,7,6,12,4,4,0,0,0,38,38,0
6961,4,4,4175,11,8,4,14,3,4,1,0,0,38,38,0
6962,10,0,3896,9,12,4,0,4,1,1,0,0,24,29,0
6963,31,4,4543,13,0,5,8,4,4,0,0,0,38,8,0
6964,24,2,2203,15,9,2,12,0,4,1,0,0,38,38,0
6965,27,4,5187,14,14,2,7,0,4,1,0,0,43,0,0
6966,21,4,4517,9,12,4,7,1,4,0,0,0,7,38,0
6967,1,0,3975,15,9,4,0,3,4,1,0,0,58,38,0
6968,31,4,3250,11,8,2,4,0,4,1,0,0,58,38,0
6969,9,4,3031,9,12,2,10,0,4,1,0,0,48,38,1
6970,30,4,5303,11,8,4,7,4,0,1,0,0,54,32,0
6971,12,6,5231,9,12,4,4,2,4,1,0,0,48,38,0
6972,17,4,173,5,3,2,14,0,4,1,0,0,38,38,0
6973,14,4,4008,9,12,4,13,1,4,0,0,0,40,38,0
6974,12,2,3308,12,13,2,10,2,4,1,0,0,33,38,0
6975,14,4,6591,9,12,4,12,1,4,1,57,0,48,38,0
6976,21,4,2078,6,4,2,8,5,2,0,0,0,23,14,0
6977,44,6,5283,11,8,2,8,0,2,1,0,0,11,38,0
6978,12,4,969,9,12,2,4,5,4,0,0,0,40,38,1
6979,17,4,1387,15,9,4,8,1,4,1,0,0,38,38,0
6980,36,0,1883,11,8,2,0,0,4,1,0,0,38,38,1
6981,23,4,3376,9,12,2,8,5,1,0,77,0,50,23,1
6982,18,0,6199,9,12,2,0,5,4,0,0,0,53,38,1
6983,38,4,58,0,5,4,14,1,4,1,0,0,58,38,0
6984,22,4,5365,11,8,4,3,1,4,1,0,0,58,38,0
6985,27,6,1337,11,8,2,4,0,4,1,0,0,72,38,0
6986,4,4,6118,15,9,4,3,1,4,1,0,0,38,38,0
6987,15,2,4879,9,12,5,10,1,4,0,0,0,48,38,1
6988,19,4,5659,12,13,2,8,0,4,1,0,0,38,38,0
6989,22,4,1655,15,9,2,7,0,4,1,0,0,38,38,0
6990,18,4,1411,12,13,4,12,1,4,0,0,0,38,38,0
6991,20,4,759,11,8,0,7,1,4,1,0,0,38,38,0
6992,7,4,7013,9,12,2,4,5,4,0,77,0,43,38,1
6993,57,4,2833,11,8,0,6,1,4,0,0,0,15,38,0
6994,12,4,3109,8,10,2,10,0,4,1,0,0,38,38,0
6995,26,4,2372,0,5,2,6,0,2,1,0,0,38,38,0
6996,25,4,6410,11,8,0,4,1,4,0,0,0,38,38,1
6997,0,0,1991,6,4,4,0,3,2,1,0,0,38,38,0
6998,36,4,767,12,13,2,10,0,1,1,58,0,38,18,1
6999,22,4,4708,1,6,4,10,4,4,0,0,0,29,32,0
7000,23,4,1223,11,8,2,12,0,4,1,0,0,50,38,1
7001,22,4,145,15,9,0,6,1,4,1,0,0,48,38,1
7002,25,4,1670,10,15,2,10,0,4,1,0,0,48,38,0
7003,36,7,4109,12,13,0,10,1,4,0,0,0,38,38,0
7004,5,4,1936,15,9,2,1,5,0,0,0,0,42,38,0
7005,21,4,2946,15,9,0,1,4,3,0,0,0,38,38,0
7006,13,4,4156,11,8,2,6,0,4,1,0,0,38,38,0
7007,13,4,6913,15,9,2,12,0,4,1,0,22,43,38,0
7008,22,4,35,9,12,2,10,0,4,1,0,0,38,38,1
7009,2,0,3571,0,5,4,0,1,4,0,0,0,36,38,0
7010,37,4,5493,9,12,2,13,0,4,1,0,0,24,38,1
7011,19,0,1184,15,9,4,0,1,4,1,0,0,29,38,0
7012,17,5,4199,11,8,2,4,0,4,1,0,39,38,38,0
7013,18,4,2055,15,9,2,12,0,4,1,0,0,44,38,0
7014,1,0,2568,1,6,4,0,2,4,1,0,0,6,38,0
7015,34,6,3126,9,12,2,13,0,4,1,0,0,43,38,1
7016,19,2,6665,9,12,0,1,4,4,0,0,0,33,15,0
7017,21,4,3199,15,9,0,3,3,4,1,0,0,56,30,0
7018,0,4,2822,1,6,4,1,3,4,1,0,0,15,38,0
7019,7,4,1226,9,12,4,10,3,4,1,0,0,19,38,0
7020,12,4,6957,15,9,2,14,0,4,1,0,0,43,38,1
7021,20,4,1818,11,8,4,14,1,4,1,0,0,38,38,0
7022,18,2,3391,15,9,2,4,0,4,1,0,53,38,38,0
7023,26,4,4455,9,12,2,10,0,4,1,0,0,48,38,1
7024,7,4,1978,9,12,4,10,3,4,0,0,0,7,38,0
7025,5,4,5033,0,5,4,14,3,4,1,0,0,24,38,0
7026,5,4,3037,11,8,4,12,1,4,0,0,0,29,38,0
7027,28,6,1900,9,12,2,10,0,4,1,0,0,29,38,0
7028,58,0,281,11,8,6,0,1,4,0,0,0,7,38,0
7029,7,4,1963,11,8,2,3,0,4,1,0,0,38,38,0
7030,43,7,4211,7,11,2,10,0,4,1,0,0,19,25,0
7031,28,4,4978,15,9,2,12,0,4,1,0,25,48,38,0
7032,14,4,188,15,9,0,3,4,4,0,0,0,19,38,0
7033,13,0,1145,15,9,4,0,1,4,0,0,23,24,38,0
